txn_id,acc_id,txn_type_id,amount,txn_date
582,38,6,46112.08,2026-06-17 22:54:48
583,370,5,37028.5,2025-09-28 20:00:46
584,28,6,35450.65,2025-08-13 08:45:33
585,21,1,9729.3,2026-02-01 00:27:50
586,731,1,32921.44,2026-05-22 21:40:01
587,197,6,3766.28,2025-11-18 06:21:07
588,51,2,11415.31,2026-06-26 16:44:22
589,325,6,17078.46,2026-04-06 09:20:06
590,195,3,38512.46,2025-10-24 20:49:15
591,40,5,30444.83,2025-10-10 03:08:27
592,498,6,39726.4,2026-04-02 00:20:06
593,688,6,14641.18,2026-02-26 07:40:43
594,444,2,8702.31,2026-01-29 10:32:18
595,540,1,21606.03,2025-10-19 17:10:37
596,371,6,33118.78,2025-09-25 08:17:10
597,739,3,9810.2,2026-01-01 21:47:00
598,564,5,36623.46,2026-07-03 13:34:49
599,345,2,22553.88,2025-11-15 15:07:32
600,599,5,11312.14,2026-06-04 09:13:54
601,554,6,1503.57,2025-10-18 08:57:32
602,336,5,8353.22,2026-02-26 13:25:45
603,314,3,18013.01,2025-12-02 02:56:23
604,454,4,3630.47,2026-05-18 22:19:07
605,488,3,37343.79,2026-04-02 15:01:19
606,396,2,22426.41,2026-04-23 07:15:14
607,251,6,39972.63,2026-03-01 04:00:22
608,177,2,48464.03,2025-10-03 18:11:21
609,446,6,47378.83,2026-07-03 04:10:13
610,664,5,28119.09,2025-11-16 06:33:53
611,794,1,17333.94,2026-06-09 06:24:49
612,597,1,17566.94,2025-09-06 21:12:26
613,770,4,20157.6,2026-03-03 08:28:29
614,114,1,35792.87,2025-08-09 07:34:11
615,242,4,24834.91,2025-08-09 15:26:49
616,383,3,36870.73,2026-06-17 11:35:49
617,196,4,9232.22,2026-06-20 12:56:39
618,365,2,42397.03,2026-04-26 17:04:53
619,571,2,13319.6,2026-03-04 06:29:21
620,650,1,33271.0,2025-09-25 14:58:22
621,784,2,42501.35,2025-08-23 08:45:58
622,107,6,14674.84,2026-05-17 01:57:04
623,629,5,39414.84,2025-09-29 18:04:04
624,673,6,6254.96,2025-12-09 12:28:47
625,544,1,32210.12,2025-10-26 19:42:24
626,470,6,22257.46,2026-01-04 18:37:15
627,688,6,3443.65,2026-03-01 11:54:20
628,203,6,16550.29,2026-03-03 14:17:28
629,714,5,27781.01,2026-06-22 21:19:08
630,694,1,29697.14,2025-07-25 19:06:20
631,209,3,319.64,2025-09-24 09:11:07
632,143,3,14614.08,2025-10-24 03:16:31
633,69,6,23837.3,2025-09-03 22:47:04
634,431,2,23892.16,2026-03-15 12:05:01
635,68,2,35448.86,2026-03-23 12:23:55
636,171,5,27459.91,2025-08-30 06:39:34
637,552,5,38128.62,2026-06-06 16:59:20
638,236,2,45733.02,2025-12-30 06:15:41
639,633,3,28406.5,2025-09-02 08:01:09
640,735,1,21267.94,2026-04-27 06:43:10
641,535,1,27328.26,2026-06-05 07:41:15
642,703,2,45760.34,2026-02-25 02:29:46
643,190,5,14463.82,2026-04-20 10:47:38
644,601,3,43310.5,2026-02-13 20:11:48
645,692,6,21752.27,2026-06-24 03:49:11
646,363,6,44029.34,2026-03-18 20:44:28
647,61,1,38970.39,2026-04-14 17:16:13
648,690,2,37639.24,2026-05-27 09:18:48
649,789,2,48193.71,2026-03-06 14:20:22
650,591,2,30660.95,2025-10-14 01:12:22
651,164,3,21828.57,2025-10-15 07:32:37
652,324,5,16752.52,2025-11-19 23:03:51
653,337,2,12165.49,2026-03-07 05:39:45
654,245,3,4911.05,2025-10-16 12:01:21
655,98,1,37315.29,2025-08-28 21:07:19
656,671,5,25226.01,2025-11-21 05:02:34
657,66,4,44013.92,2026-04-17 14:54:18
658,361,1,27417.28,2026-05-29 00:11:53
659,163,6,1774.44,2025-11-13 16:05:00
660,44,5,24844.71,2026-04-19 18:33:55
661,781,5,3787.04,2026-01-17 01:36:17
662,410,4,1956.9,2026-04-14 18:20:20
663,82,2,31908.12,2026-03-26 14:27:13
664,80,3,36298.61,2025-09-19 17:25:21
665,755,1,38879.13,2026-02-19 07:09:04
666,782,5,46786.45,2026-03-18 02:22:14
667,604,5,16308.83,2025-09-24 19:04:44
668,243,5,21637.81,2026-01-06 21:09:11
669,579,1,10239.15,2025-11-01 19:01:06
670,603,4,15214.13,2026-03-07 22:34:37
671,213,5,12044.52,2026-02-08 05:55:01
672,121,6,16107.75,2026-06-01 16:04:36
673,66,1,4244.88,2025-11-06 12:55:35
674,58,2,41481.59,2025-09-14 02:58:34
675,194,3,18223.09,2026-06-29 06:35:47
676,388,5,12666.41,2026-07-06 15:58:06
677,723,2,33161.57,2026-01-08 11:32:43
678,241,4,49213.66,2026-05-15 09:34:16
679,20,4,12406.44,2025-10-13 01:57:00
680,38,4,19781.79,2025-12-30 15:18:16
681,551,2,4689.79,2025-08-19 00:55:44
682,126,1,14832.03,2025-12-15 16:30:29
683,473,3,15042.58,2026-07-02 13:33:02
684,624,5,34097.33,2025-08-29 08:08:20
685,183,2,5144.03,2025-12-04 08:12:22
686,417,1,43657.55,2026-03-30 01:40:23
687,307,4,36149.14,2026-03-08 10:50:25
688,222,5,9653.02,2026-06-26 07:37:14
689,503,1,34785.19,2026-04-17 00:56:29
690,424,3,41994.14,2025-10-02 23:40:01
691,298,6,47780.83,2026-05-07 03:01:14
692,36,5,21582.82,2026-07-05 03:52:00
693,96,6,25354.55,2026-02-22 16:41:03
694,636,4,36706.58,2026-01-04 11:31:42
695,742,1,36353.62,2026-02-14 00:34:12
696,197,5,45568.22,2026-03-04 23:46:10
697,64,4,5924.79,2026-01-25 11:32:51
698,350,1,6291.79,2026-03-22 14:19:42
699,654,1,5063.28,2026-02-05 15:22:16
700,626,6,39843.82,2026-01-18 23:32:30
701,528,6,13513.08,2026-07-06 18:05:55
702,59,3,25695.06,2026-03-13 00:19:38
703,15,6,4560.31,2026-04-15 20:07:09
704,54,6,19266.3,2026-06-05 06:01:03
705,23,2,19605.65,2025-12-23 11:12:49
706,431,5,7355.15,2025-09-04 06:04:39
707,452,6,46234.4,2025-08-01 06:27:11
708,474,4,46764.81,2025-11-22 21:55:14
709,410,4,45401.21,2026-03-23 12:35:45
710,8,5,39063.13,2026-01-14 12:27:37
711,74,2,32270.48,2026-03-12 00:15:50
712,568,6,5263.56,2026-04-17 04:55:18
713,317,4,45703.77,2026-01-10 07:56:28
714,436,3,3004.25,2026-06-20 15:18:57
715,83,1,24808.31,2025-12-08 16:07:50
716,697,1,33544.19,2026-05-16 08:35:52
717,183,1,45026.39,2026-01-02 22:57:43
718,509,5,17488.6,2025-11-17 15:48:43
719,67,4,20361.78,2026-05-10 00:46:09
720,587,6,18044.07,2026-05-06 03:10:59
721,595,6,48709.8,2026-01-04 02:03:19
722,672,4,30930.78,2026-02-21 04:59:12
723,626,4,44576.43,2025-11-20 14:22:09
724,321,1,28366.8,2025-10-01 00:41:01
725,428,4,21434.48,2025-10-22 14:22:50
726,356,5,16982.06,2026-02-04 22:04:09
727,601,6,35194.76,2026-01-10 09:52:34
728,465,1,42453.32,2025-11-13 22:55:24
729,795,3,19845.0,2025-11-21 14:46:08
730,360,3,12924.92,2025-08-16 18:58:38
731,499,4,40326.82,2025-09-19 06:38:42
732,694,4,48642.48,2025-11-16 15:38:38
733,604,1,2877.85,2026-06-07 16:00:39
734,161,5,48904.13,2026-06-02 23:05:10
735,584,3,24199.21,2026-06-27 00:40:01
736,787,1,46025.01,2025-12-30 10:33:23
737,736,1,30747.33,2026-05-30 09:21:59
738,103,3,46947.75,2026-06-05 17:18:46
739,472,1,5197.66,2025-08-28 08:56:21
740,622,2,9724.56,2025-07-13 01:00:49
741,782,3,39607.2,2025-12-17 21:31:37
742,346,4,40213.3,2026-01-15 03:58:54
743,584,2,35682.01,2026-05-13 06:19:48
744,617,1,7255.31,2025-07-27 09:39:40
745,794,4,13904.07,2025-12-25 22:44:54
746,758,4,7092.85,2026-03-23 11:39:10
747,343,4,18379.31,2025-08-20 07:42:38
748,748,5,26597.87,2026-06-19 08:35:55
749,503,4,22384.49,2026-01-22 03:32:38
750,741,6,32007.96,2025-12-25 01:49:10
751,568,4,4836.12,2026-05-04 11:48:53
752,406,6,45459.52,2025-11-23 10:04:17
753,175,5,4303.75,2025-07-17 08:50:14
754,765,1,14259.8,2025-08-17 12:06:53
755,518,6,22198.41,2025-11-12 01:53:32
756,545,2,33495.07,2025-09-13 13:32:39
757,168,4,35353.54,2026-01-16 21:18:11
758,355,3,39007.28,2025-07-17 23:25:43
759,78,3,35002.63,2026-02-10 07:24:16
760,457,3,15093.42,2025-07-19 07:04:25
761,402,2,15719.99,2026-02-07 20:10:23
762,536,5,24290.79,2025-12-28 03:23:18
763,527,5,19114.23,2025-11-22 01:22:13
764,253,4,28567.6,2026-06-10 23:30:31
765,76,6,12107.39,2026-04-16 04:19:45
766,243,1,10250.08,2026-02-09 17:27:49
767,585,2,9117.46,2025-11-02 15:39:39
768,215,1,106.47,2025-12-11 00:04:49
769,759,2,10318.71,2026-06-28 08:00:51
770,465,5,4505.39,2025-07-19 04:57:06
771,563,1,20485.19,2025-12-15 02:34:29
772,143,2,49553.03,2026-03-17 22:49:18
773,85,6,509.89,2025-09-20 11:11:08
774,639,3,30353.32,2025-10-07 04:31:38
775,667,4,39702.37,2026-04-09 17:10:49
776,89,3,25768.27,2026-06-22 18:02:27
777,100,4,13126.81,2025-12-09 15:15:08
778,229,1,14643.05,2026-01-23 04:44:54
779,410,2,42973.58,2026-03-06 12:11:40
780,668,4,38898.5,2026-01-03 12:12:24
781,357,3,8357.88,2026-05-19 19:19:57
782,140,4,48882.66,2026-03-19 07:09:00
783,452,4,24103.37,2026-05-13 03:03:00
784,462,2,34770.7,2025-09-10 18:48:45
785,336,3,25643.86,2025-10-18 06:05:23
786,229,1,12325.22,2026-05-03 10:31:29
787,366,2,35160.0,2025-07-09 13:26:22
788,727,6,36637.57,2026-04-19 09:50:39
789,1,4,47033.35,2026-05-11 19:48:01
790,15,1,20400.89,2026-04-03 14:12:08
791,49,5,30442.88,2025-09-01 15:23:53
792,610,2,6972.13,2026-03-10 09:34:23
793,615,6,6287.25,2026-07-05 07:35:34
794,241,4,20002.88,2025-11-12 23:40:51
795,273,3,19716.08,2026-04-03 12:58:16
796,174,2,34459.06,2026-01-20 12:24:26
797,778,2,23423.44,2026-01-22 14:05:05
798,283,2,38255.94,2025-10-20 03:01:23
799,350,1,46421.71,2025-09-03 20:11:38
800,284,5,45075.69,2026-03-27 03:09:43
